sourcecode,sourcename,targetcode,targetname,date,verbal,cooperation,count,eventcode
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199102,1,0,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199103,0,0,3,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199103,1,0,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199103,1,1,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199104,1,1,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199108,1,0,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199108,1,1,5,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199109,1,1,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199110,1,0,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199201,1,0,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199201,1,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199206,1,1,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199207,1,1,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199208,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199209,1,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199209,1,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199211,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199212,1,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199303,1,1,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199304,1,0,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199304,1,1,5,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199305,1,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199309,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199309,1,0,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199311,0,1,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199401,1,1,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199402,1,0,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199402,1,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199407,1,0,3,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199407,1,1,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199408,1,1,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199410,1,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199410,1,1,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199411,1,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199412,1,0,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199504,1,1,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199505,0,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199505,1,0,5,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199505,1,1,23,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199506,0,0,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199506,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199506,1,0,19,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199506,1,1,11,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199507,0,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199507,1,0,25,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199507,1,1,14,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199508,0,0,7,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199508,1,0,33,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199508,1,1,6,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199509,0,0,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199509,1,0,15,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199509,1,1,9,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199510,0,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199510,1,0,7,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199510,1,1,36,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199511,0,0,7,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199511,1,0,15,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199511,1,1,5,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199512,0,0,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199512,1,0,13,713
710,HONG KONG,713,"TAIWAN, PROVINCE OF CHINA",199512,1,1,10,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199601,0,0,7,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199601,0,1,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199601,1,0,18,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199601,1,1,5,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199602,0,0,12,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199602,1,0,25,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199602,1,1,20,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199603,0,0,42,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199603,1,0,54,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199603,1,1,62,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199604,0,0,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199604,1,0,10,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199604,1,1,11,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199605,0,0,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199605,1,0,24,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199605,1,1,29,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199606,0,0,5,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199606,1,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199606,1,1,20,710
710,HONG KONG,713,"TAIWAN, PROVINCE OF CHINA",199607,0,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199607,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199607,1,0,7,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199607,1,1,14,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199608,1,0,11,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199608,1,1,33,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199609,0,1,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199609,1,0,15,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199609,1,1,30,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199610,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199610,1,0,7,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199610,1,1,13,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199611,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199611,1,0,7,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199611,1,1,26,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199612,0,0,4,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199612,1,0,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199612,1,1,13,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199701,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199701,0,1,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199701,1,0,3,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199701,1,1,23,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199702,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199702,1,0,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199702,1,1,19,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199703,0,0,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199703,1,0,22,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199703,1,1,115,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199704,0,0,3,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199704,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199704,1,0,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199704,1,1,18,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199705,1,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199705,1,1,11,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199706,1,0,4,713
710,HONG KONG,713,"TAIWAN, PROVINCE OF CHINA",199706,1,1,19,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199707,0,0,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199707,1,0,6,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199707,1,1,34,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199708,0,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199708,1,0,4,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199708,1,1,14,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199709,0,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199709,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199709,1,0,6,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199709,1,1,17,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199710,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199710,1,0,6,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199710,1,1,13,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199711,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199711,1,0,7,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199711,1,1,25,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199712,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199712,1,0,5,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199712,1,1,12,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199801,0,0,5,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199801,1,0,10,840
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199801,1,1,50,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199802,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199802,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199802,1,0,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199802,1,1,17,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199803,0,0,3,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199803,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199803,1,0,11,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199803,1,1,20,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199804,1,0,10,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199804,1,1,50,710
710,MACAO,713,"TAIWAN, PROVINCE OF CHINA",199805,0,0,6,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199805,1,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199805,1,1,29,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199806,0,1,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199806,1,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199806,1,1,15,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199807,0,0,4,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199807,1,0,7,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199807,1,1,29,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199808,0,0,14,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199808,1,0,10,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199808,1,1,15,820
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199809,0,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199809,1,0,6,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199809,1,1,58,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199810,0,0,1,710
710,MACAO,713,"TAIWAN, PROVINCE OF CHINA",199810,1,0,13,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199810,1,1,194,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199811,1,0,7,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199811,1,1,37,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199812,0,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199812,1,0,16,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199812,1,1,50,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199901,1,0,11,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199901,1,1,76,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199902,0,0,10,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199902,1,0,6,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199902,1,1,25,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199903,0,0,8,713
710,HONG KONG,713,"TAIWAN, PROVINCE OF CHINA",199903,1,0,17,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199903,1,1,117,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199904,0,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199904,1,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199904,1,1,27,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199905,0,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199905,1,0,12,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199905,1,1,17,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199906,0,0,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199906,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199906,1,0,12,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199906,1,1,46,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199907,0,0,14,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199907,0,1,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199907,1,0,56,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199907,1,1,77,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199908,0,0,10,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199908,1,0,43,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199908,1,1,27,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199909,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199909,0,1,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199909,1,0,23,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199909,1,1,68,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199910,0,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199910,0,1,4,713
710,MACAO,713,"TAIWAN, PROVINCE OF CHINA",199910,1,0,14,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199910,1,1,43,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199911,0,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199911,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199911,1,0,12,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199911,1,1,20,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199912,0,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199912,1,0,6,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",199912,1,1,14,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200001,0,0,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200001,1,0,14,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200001,1,1,28,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200002,0,0,1,713
710,HONG KONG,713,"TAIWAN, PROVINCE OF CHINA",200002,0,1,3,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200002,1,0,46,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200002,1,1,23,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200003,0,0,8,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200003,0,1,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200003,1,0,70,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200003,1,1,82,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200004,0,0,9,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200004,1,0,21,710
710,HONG KONG,713,"TAIWAN, PROVINCE OF CHINA",200004,1,1,77,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200005,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200005,1,0,57,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200005,1,1,73,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200006,0,0,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200006,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200006,1,0,41,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200006,1,1,63,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200007,0,0,5,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200007,0,1,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200007,1,0,14,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200007,1,1,90,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200008,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200008,1,0,12,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200008,1,1,37,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200009,0,0,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200009,1,0,14,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200009,1,1,54,713
710,MACAO,713,"TAIWAN, PROVINCE OF CHINA",200010,1,0,20,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200010,1,1,48,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200011,1,0,13,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200011,1,1,53,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200012,0,0,8,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200012,0,1,3,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200012,1,0,14,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200012,1,1,53,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200101,0,0,1,713
710,HONG KONG,713,"TAIWAN, PROVINCE OF CHINA",200101,0,1,6,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200101,1,0,20,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200101,1,1,134,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200102,0,0,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200102,0,1,6,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200102,1,0,32,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200102,1,1,190,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200103,0,0,8,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200103,0,1,8,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200103,1,0,34,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200103,1,1,218,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200104,0,0,9,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200104,0,1,6,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200104,1,0,44,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200104,1,1,160,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200105,0,0,8,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200105,0,1,3,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200105,1,0,46,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200105,1,1,231,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200106,0,0,7,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200106,1,0,25,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200106,1,1,84,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200107,0,0,7,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200107,1,0,17,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200107,1,1,88,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200108,0,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200108,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200108,1,0,36,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200108,1,1,77,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200109,0,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200109,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200109,1,0,10,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200109,1,1,35,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200110,0,0,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200110,1,0,59,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200110,1,1,42,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200111,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200111,1,0,15,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200111,1,1,47,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200112,0,0,4,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200112,0,1,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200112,1,0,26,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200112,1,1,37,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200201,0,0,1,713
710,HONG KONG,713,"TAIWAN, PROVINCE OF CHINA",200201,1,0,50,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200201,1,1,142,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200202,0,1,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200202,1,0,17,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200202,1,1,54,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200203,0,0,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200203,1,0,35,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200203,1,1,67,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200204,0,0,3,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200204,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200204,1,0,25,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200204,1,1,67,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200205,0,0,6,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200205,0,1,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200205,1,0,24,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200205,1,1,137,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200206,0,0,11,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200206,0,1,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200206,1,0,15,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200206,1,1,62,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200207,0,0,14,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200207,1,0,33,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200207,1,1,87,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200208,0,0,15,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200208,0,1,3,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200208,1,0,169,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200208,1,1,112,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200209,0,1,2,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200209,1,0,50,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200209,1,1,46,710
710,HONG KONG,713,"TAIWAN, PROVINCE OF CHINA",200210,0,0,6,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200210,0,1,1,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200210,1,0,21,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200210,1,1,70,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200211,0,0,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200211,0,1,4,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200211,1,0,33,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200211,1,1,82,710
710,HONG KONG,713,"TAIWAN, PROVINCE OF CHINA",200212,0,1,2,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200212,1,0,24,710
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200212,1,1,40,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200301,1,0,10,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200301,1,1,68,710
710,MACAO,713,"TAIWAN, PROVINCE OF CHINA",200302,0,0,1,713
710,CHINA,713,"TAIWAN, PROVINCE OF CHINA",200302,0,1,2,710
